TITCK_ID,TITCK_Ilac_Adi,ATC_Barkod,ATC_Kodu,ATC_Durumu,Match Score
12794,SIGMASPORIN MICRORAL 100 MG YUMUŞAK KAPSÜL,8699828190363,L04AD01,Aktif,92.31
12795,SIGMASPORIN MICRORAL 100 MG/ML ORAL ÇÖZELTI,8699828190363,L04AD01,Aktif,81.94
12796,SIGMASPORIN MICRORAL 25 MG YUMUŞAK KAPSÜL,8699828190370,L04AD01,Aktif,92.34
12801,SII-BCG 1 ML ID ENJEKSIYONLUK SÜSPANSIYON IÇIN LIYOFILIZE TOZ IÇEREN ÇOK DOZLU FLAKON,8699839960542,J07AN01,Pasif,74.79
12806,"SIKLOPLEJIN % 1 GÖZ DAMLASI, ÇÖZELTİ",8699514610748,S01FA04,Aktif,73.8
12811,"SILDER %1 SPREY, SüSPANSIYON",8681801510503,D06BA01,Pasif,76.72
12823,SILMED 100 MG FILM TABLET,8680352090960,G04BE03,Aktif,85.65
12824,SILMED 50 MG FILM TABLET,8680352090960,G04BE03,Aktif,82.69
12825,SİLNORM 100 MG TABLET,8680881019869,B01AC23,Aktif,78.81
12828,SILODYX 4 MG KAPSÜL,8699960580015,G04CA04,Pasif,82.0
12829,SILODYX 8 MG KAPSÜL,8699960580022,G04CA04,Pasif,82.06
12832,SILVADIAZIN %1 KREM,8699622350109,D06BA01,Aktif,83.66
12834,SILVERDIN  %1  +  %5  KREM,8699525351173,D06BA01,Aktif,75.45
12840,"SİMBRİNZA 10 MG/ML + 2 MG/ML GöZ DAMLASı, SüSPANSIYON",8699504710175,S01EC54,Aktif,75.34
12845,SİMENDAN 12.5 MG/5 ML I.V. INFüZYONLUK çöZELTI HAZıRLAMAK IçIN KONSANTRE,8699606766124,C01CX08,Aktif,97.07
12854,SIMLANDI 40 MG/0.4 ML ENJEKSIYONLUK ÇöZELTI  İçEREN KULLANıMA HAZıR KALEM,8699514950332,L04AB04,Aktif,91.43
12855,SIMLANDI 40 MG/0.4 ML ENJEKSIYONLUK ÇÖZELTI İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699514950301,L04AB04,Aktif,91.89
12856,SIMLANDI 80 MG/0.8 ML ENJEKSIYONLUK ÇöZELTI  İÇEREN KULLANıMA HAZıR ENJEKTöR,8699514950301,L04AB04,Aktif,88.53
12860,"SIMPONI 50 MG /0,5 ML SC ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR",8699593950155,L04AB06,Aktif,90.4
12861,"SIMPONI 50 MG/0,5 ML PEN SC ENJEKSİYONLUK ÇÖZELTİ İÇEREN  KULLANIMA HAZIR KALEM",8699593950162,L04AB06,Aktif,90.36
12862,"SIMPONI 50 MG/0,5 ML PEN SC ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",8699593950162,L04AB06,Aktif,90.36
12863,"SIMPONI 50 MG/0,5 ML SC ENJEKSİYONLUK ÇÖZELTİ İÇEREN  KULLANIMA HAZIR ENJEKTÖR",8699593950155,L04AB06,Aktif,90.4
12865,SİNAİR 10 MG FİLM KAPLI TABLET,8699591090242,R03DC03,Pasif,72.36
12868,SINAREX 3 MG/3 ML IV ENJEKSIYONLUK ÇÖZELTI İÇEREN AMPUL,8699559750096,A04AA02,Pasif,82.5
12874,SINECOD 50 MG DEPO TABLET,8681291090110,R05DB13,Pasif,88.02
12875,SINEGRA 100 MG FILM TABLET,8699540093157,G04BE03,Aktif,85.37
12876,SINEGRA 25 MG FILM TABLET,8699540093102,G04BE03,Pasif,87.64
12877,SINEGRA 50 MG FILM TABLET,8699540093126,G04BE03,Aktif,87.5
12880,SINGULAIR 10 MG FILM KAPLI TABLET,8683280337442,R03DC03,Aktif,86.77
12881,SINGULAIR 4 MG ÇİĞNEME TABLETİ,8683280337428,R03DC03,Aktif,82.72
12882,SINGULAIR 5 MG ÇİĞNEME TABLETİ,8683280337435,R03DC03,Aktif,82.61
12884,SINMONT 4 MG ÇIĞNEME TABLETI,8680760080010,R03DC03,Aktif,94.4
12885,SİNMONT 5 MG ÇİĞNEME TABLETİ,8680760080034,R03DC03,Aktif,82.71
12899,SIPRAKTIN 2 MG/5 ML ŞURUP,8699508570027,R06AX02,Aktif,81.96
12912,SIPRYNE 250 MG SERT KAPSüL,8681198055038,A16AX12,Pasif,71.92
12913,SIRDALUD 2MG TABLET,8681428010509,M03BX02,Aktif,81.1
12917,SIROPAR ŞURUP,8699587571656,P02CB01,Pasif,76.07
12929,SİTELA 10 MG FILM KAPLı TABLET,8699541094900,N06AB10,Pasif,77.31
12930,SİTELA 20 MG FILM KAPLı TABLET,8699541095181,N06AB10,Pasif,77.38
12931,SİTELA 5 MG FILM KAPLı TABLET,8699541094900,N06AB10,Pasif,76.32
12940,SIVEX %10 LOSYON,8699561480042,D10AF06,Aktif,71.98
12951,"SKYRIZI  180  MG/1,2  ML  SC  ENJEKSIYONLUK  ÇöZELTI İçEREN KARTUş",8680656080605,L04AC18,Aktif,78.0
12952,"SKYRIZI  360  MG/2,4  ML  SC  ENJEKSIYONLUK  ÇöZELTI İçEREN KARTUş",8680656080605,L04AC18,Aktif,77.19
12953,SKYRIZI 150 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA  HAZIR ENJEKTÖR,8680656080599,L04AC18,Aktif,85.91
12954,SKYRIZI 150 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA  HAZIR KALEM,8680656080605,L04AC18,Aktif,84.9
12956,"SKYRIZI 75 MG/0,83 ML ENJEKSIYONLUK ÇÖZELTI İÇEREN KULLANIMA HAZIR ENJEKTÖR",8680656080520,L04AC18,Pasif,87.67
12966,SNAPLINE 150 MG SERT KAPSÜL,8699638153930,N02BF02,Pasif,81.91
12967,SNAPLINE 25 MG SERT KAPSÜL,8699638153923,N02BF02,Pasif,78.04
12968,SNAPLINE 300 MG SERT KAPSÜL,8699638153947,N02BF02,Pasif,81.85
12969,SNAPLINE 75 MG SERT KAPSÜL,8699638153923,N02BF02,Pasif,85.09
12970,SNOXX 5 MG FİLM KAPLI TABLET,8699536093727,A10BH05,Aktif,74.45
12972,SNOXX-MET 2.5 MG/850 MG FİLM KAPLI TABLET,8699536093734,A10BD11,Aktif,70.17
12974,SODYUM  BIKARBONAT  %  8.4  IV  İNFüZYONLUK  ÇöZELTI,8699479750145,B05XA02,Pasif,74.48
12975,"SODYUM BIKARBONAT % 8,4 (MOLAR) AMPUL",8699607751525,B05XA02,Pasif,84.67
12976,SODYUM BIKARBONAT %8.4 AMPUL,8699607751525,B05XA02,Pasif,81.0
12977,SODYUM BIKARBONAT %8.4 IV INFÜZYON IÇIN ÇÖZELTI IÇEREN AMPUL,8699479750145,B05XA02,Pasif,82.5
12978,SODYUM BIKARBONAT %8.4 IV INFÜZYON IÇIN ÇÖZELTI IÇEREN AMPUL,8699479750145,B05XA02,Pasif,89.63
12980,SODYUM KLORÜR ONFARMA %20 ÇÖZELTİ İÇEREN AMPUL,8680202600301,B05XA03,Aktif,79.99
12981,SOFEXAN 200 MG FİLM KAPLI TABLET,8699540033658,L01EX02,Aktif,83.82
12984,SOJOURN % 100 İNHALASYON ÇöZELTISI,8699587523112,N01AB08,Pasif,92.43
12992,SOLIAN 100 MG/ML ORAL ÇÖZELTİ,8699809655065,N05AL05,Pasif,76.91
12993,SOLIAN 100MG FILM KAPLI TABLET,8699542010701,N05AL05,Pasif,77.31
12994,SOLIAN 200 MG TABLET,8699809018563,N05AL05,Aktif,75.47
12995,SOLIAN 400 MG FILM KAPLI TABLET,8699809097759,N05AL05,Aktif,75.26
12997,"SOLIDAY D3 50.000 IU/15 ML ORAL DAMLA,ÇÖZELTİ",8682472173042,A11CC05,Aktif,77.45
13002,SOLIRIS® 300 MG/30 ML KONSANTRE İNFÜZYON ÇÖZELTİSİ (ÜRETIM YERI: İRLANDA),8680131470013,L04AJ01,Aktif,80.33
13003,SOLIRIS® 300 MG/30 ML KONSANTRE İNFÜZYON ÇÖZELTİSİ (ÜRETIM YERI: İTALYA),8680131470013,L04AJ01,Aktif,79.13
13006,SOLMIRAT 7.5 MG/5 ML ŞURUP,8699514570028,R05DB13,Pasif,77.32
13007,SOLOPINA 100 MG FILM KAPLı TABLET,8699293094067,A03AX04,Aktif,73.87
13008,SOLOPINA 50 MG FILM KAPLı TABLET,8699293094043,A03AX04,Aktif,73.75
13009,"SOLSİTAR 1,5 MG İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ",8699738270025,B01AC09,Pasif,85.65
13013,SOMATOSAN 3 MG IV İNFÜZYON İÇİN STERİL AMPUL,8699638754946,H01CB01,Pasif,84.64
13014,"SOMATULINE AUTOGEL 120 MG/0,5 ML UZATILMIŞ SALIMLI ENJEKSIYONLUK ÇÖZELTI IÇEREN KULLANIMA HAZIR ŞIRINGA",8699783950125,H01CB03,Aktif,95.33
13015,SOMATULINE AUTOGEL 60 MG/0.5 ML UZATILMIŞ SALIMLI ENJEKSIYONLUK ÇÖZELTI IÇEREN KULLANIMA HAZIR ŞIRINGA,8699783950101,H01CB03,Aktif,95.29
13016,"SOMATULINE AUTOGEL 90 MG/0,5 ML UZATILMIŞ SALIMLI ENJEKSIYONLUK ÇÖZELTI IÇEREN KULLANIMA HAZIR ŞIRINGA",8699783950118,H01CB03,Aktif,95.32
13017,SOMAVERT 10 MG ENJEKSIYONLUK ÇÖZELTI İÇIN TOZ İÇEREN FLAKON VE ÇÖZÜCÜ,8681308278746,H01AX01,Aktif,80.05
13018,SOMAVERT 15 MG ENJEKSIYONLUK ÇÖZELTI İÇIN TOZ İÇEREN FLAKON VE ÇÖZÜCÜ,8681308278753,H01AX01,Aktif,80.24
13019,SOMAVERT 20 MG ENJEKSIYONLUK ÇÖZELTI İÇIN TOZ İÇEREN FLAKON VE ÇÖZÜCÜ,8681308278760,H01AX01,Aktif,80.07
13027,SOPRANO 10 MG FİLM TABLET,8699516098162,C07AB07,Pasif,73.15
13028,SOPRANO 5 MG FİLM TABLET,8699516098148,C07AB07,Pasif,72.93
13035,SORMODREN 4MG TABLET,8699548010446,N04AA11,Aktif,91.27
13036,SOTACAR 245 MG FILM TABLET,8699772091075,J05AF07,Aktif,81.59
13041,SOVALDI 400 MG FİLM KAPLI TABLET,8698760090106,J05AP08,Pasif,92.97
13042,SOVALDI 400 MG FİLM KAPLI TABLET,8698760090106,J05AP08,Pasif,92.97
13043,SPADIS 40 MG FILM TABLET,8699772090306,A03AB06,Pasif,76.39
13046,SPASMEX 15 MG FILM TABLET,8699538094548,G04BD09,Aktif,76.94
13047,SPASMEX 30 MG FILM TABLET,8699538094548,G04BD09,Aktif,79.37
13049,SPASMOMEN 40MG FILM KAPLI TABLET,8699832090062,A03AB06,Aktif,73.49
13063,SPAZZİ 60 MG/300 MG YUMUŞAK KAPSÜL,8699525156716,A03AX58,Aktif,83.16
13064,SPECTRACEF 200 MG FILM TABLET,8699514093664,J01DD16,Pasif,87.12
13071,SPIMET 1.5 MIU/250 MG FILM TABLET,8699844090654,J01RA04,Pasif,81.51
13072,SPINRAZA 12 MG/5 ML INTRATEKAL ENJEKSIYONLUK ÇÖZELTİ (ÜRETIM YERI PATHEON),8699783770389,M09AX07,Aktif,77.54
13073,SPINRAZA 12 MG/5 ML İNTRATEKAL ENJEKSIYONLUK ÇöZELTI (ÜRETIM YERI VETTER PHARMA),8699783770389,M09AX07,Aktif,75.2
13074,"SPİRACT 18 MCG İNHALASYON TOZU, KAPSÜL",8680760150317,R03BB04,Aktif,74.52
13078,SPORANOX  10  MG/ML  ORAL  ÇÖZELTİ,8699593595165,J02AC02,Pasif,90.56
13079,SPOREX 100 MG MIKROPELLET KAPSüL,8699622150235,J02AC02,Pasif,79.33
13082,SPRAMAX 3MIU FILM KAPLI TABLET,8680008090054,J01FA02,Pasif,76.41
13083,"SPRAVATO 28 MG BURUN SPREYI, ÇÖZELTI",8699593540028,N06AX27,Aktif,85.89
13084,SPRYCEL 100 MG FILM KAPLı TABLET,8699726094404,L01EA02,Aktif,80.93
13085,SPRYCEL 20 MG FILM KAPLI TABLET,8699726094206,L01EA02,Aktif,81.87
13086,SPRYCEL 50 MG FILM KAPLI TABLET,8699726094404,L01EA02,Aktif,81.87
13087,SPRYCEL 70 MG FILM KAPLI TABLET,8699726094602,L01EA02,Aktif,82.32
13088,SPRYTINIB 100 MG FILM KAPLı TABLET,8699769090173,L01EA02,Aktif,98.25
13089,SPRYTINIB 20 MG FILM KAPLı TABLET,8699769090142,L01EA02,Pasif,98.24
13090,SPRYTINIB 50 MG FILM KAPLı TABLET,8699769090159,L01EA02,Aktif,98.24
13091,SPRYTINIB 80 MG FILM KAPLı TABLET,8699769090159,L01EA02,Aktif,95.34
13092,SPYLACTON 100 MG FİLM KAPLI TABLET,8680199099515,C03DA01,Aktif,79.92
13093,SPYLACTON 25 MG FİLM KAPLI TABLET,8680199093902,C03DA01,Aktif,75.98
13094,SPYLACTON 50 MG FİLM TABLET,8680199093902,C03DA01,Aktif,73.91
13095,"STABLON 12,5 MG KAPLI TABLET",8699552090236,N06AX14,Aktif,77.28
13103,STAFINE KREM %2,8699828350057,D06AX01,Aktif,79.67
13105,STAGE 10 MG FİLM TABLET,8699514090472,C10AA07,Aktif,78.3
13106,STAGE 20 MG FILM TABLET,8699514090502,C10AA07,Aktif,73.55
13107,STAGE 40 MG FILM TABLET,8699514090533,C10AA07,Pasif,73.94
13113,STARLIX 120 MG FILM KAPLI TABLET,8699504090857,A10BX03,Pasif,88.93
13114,STARLIX 180 MG FILM KAPLI TABLET,8699504091212,A10BX03,Pasif,81.98
13115,STATA 10 MG FILM KAPLı TABLET,8680638090134,C10AA07,Pasif,85.78
13116,STATA 20 MG FILM TABLET,8680638090165,C10AA07,Pasif,88.08
13117,STATA 40 MG FILM KAPLI TABLET,8680638090134,C10AA07,Pasif,83.79
13118,STELARA 130 MG/26 ML İNFÜZYONLUK ÇÖZELTI HAZIRLAMAK İÇİN KONSANTRE,8699593760044,L04AC05,Aktif,93.13
13119,STELARA 45 MG ENJEKSIYONLUK ÇÖZELTİ,8699593950018,L04AC05,Aktif,86.9
13120,"STELARA 45 MG/0,5 ML ENJEKSIYONLUK ÇÖZELTI İÇEREN KULLANIMA HAZIR ENJEKTÖR",8699593950018,L04AC05,Aktif,94.8
13121,STELARA 90 MG/1 ML ENJEKSIYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699593950025,L04AC05,Aktif,94.92
13135,STILIZAN 1 MG KAPLI TABLET,8699559750065,N05AB06,Pasif,73.02
13136,STILIZAN 1MG/ML AMPUL-KT,8699559750065,N05AB06,Pasif,73.36
13137,STILIZAN 2 MG KAPLI TABLET,8699559750065,N05AB06,Pasif,72.36
13138,STILIZAN 5 MG KAPLI TABLET,8699559750065,N05AB06,Pasif,72.96
13139,STİVARGA 40 MG FİLM KAPLI TABLET,8699546090303,L01EX05,Aktif,84.97
13140,STOCRIN 600 MG FILM TABLET,8699636010273,J05AG03,Pasif,99.41
13148,STREPTOMAGMA TABLET,8699519010123,A07BC54,Pasif,75.86
13157,SUBITOL ŞURUP 120 ML,8699622570255,R05DB07,Pasif,78.33
13158,SUBMEX 10 MG / 0.4 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ŞIRINGA,8699514950189,L04AX03,Aktif,77.45
13159,SUBMEX 15 MG/0.6 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ŞIRINGA,8699514950196,L04AX03,Aktif,77.67
13160,SUBMEX 20 MG / 0.8 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ŞIRINGA,8699514950202,L04AX03,Aktif,77.51
13161,SUBMEX 25 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ŞIRINGA,8699514950219,L04AX03,Aktif,77.27
13170,SUGACENT 200 MG/2 ML IV ENJEKSIYONLUK ÇöZELTI,8681735980656,V03AB35,Aktif,82.82
13171,SUGADRA 200 MG/2 ML IV ENJEKSİYONLUK ÇÖZELTİ,8699702775136,V03AB35,Pasif,86.31
13172,SUGALEX 200 MG/2 ML IV ENJEKSIYONLUK ÇöZELTI,8699702775136,V03AB35,Pasif,72.46
13173,SUGALEX 500 MG/5 ML IV ENJEKSIYONLUK ÇöZELTI,8699702775136,V03AB35,Pasif,70.1
13176,SUGAVER 200 MG/2 ML I.V. ENJEKSİYONLUK ÇÖZELTİ,8680400771414,V03AB35,Aktif,84.99
13177,SUGAWAKE 200 MG/2 ML IV ENJEKSİYONLUK ÇÖZELTİ,8699514770138,V03AB35,Pasif,87.22
13180,SUGVIDA 10 MG FILM KAPLı TABLET,8697927094254,B01AC22,Aktif,80.96
13199,SULCID 250 MG / 5 ML ORAL SüSPANSIYON HAZıRLAMAK İçIN KURU TOZ,8699508280179,J01CR04,Aktif,79.83
13201,SULCID 750 MG FILM KAPLı TABLET,8699508090525,J01CR04,Aktif,72.18
13202,SULFAFUR %10 KREM,8699708350061,D10AF06,Aktif,82.31
13204,SüLFAZINK FORT 30 MG/5 ML ŞURUP,8699705570059,A12CB01,Aktif,79.55
13205,SULIDEXPOL %3 JEL,8683555350015,M02AA26,Aktif,87.7
13207,SULIDIN %1 TOPIKAL JEL,8699584340835,M02AA26,Aktif,85.35
13208,SULIDIN PLUS %1/%5 LIKIT JEL,8699584340842,M02AA26,Aktif,71.14
13213,SULJEL % 3 JEL,8680150340052,M02AA26,Aktif,94.05
13214,SULJEL PLUS %1+%5 JEL,8680150340069,M02AA26,Aktif,85.83
13217,SüLPIR  50  MG  KAPSüL,8699809156678,N05AL01,Aktif,81.56
13218,SÜLPIR 50 MG KAPSÜL,8699809156678,N05AL01,Aktif,75.8
13223,SULTAMAT 250 MG/5 ML ORAL SÜSPANSİYON İÇİN KURU TOZ,8699717280045,J01CR04,Pasif,76.23
13224,SULTAMAT 375 MG TABLET,8699717010017,J01CR04,Pasif,77.86
13225,SULTAMAT 750 MG TABLET,8699717010062,J01CR04,Pasif,77.1
13226,SULTASİD  250  MG/5  ML  ORAL  SüSPANSIYON,8699622280109,J01CR04,Pasif,79.12
13251,"SUNDROP-D 3  150.000 I.U./10 ML ORAL DAMLA, çöZELTI",8680352591139,A11CC05,Aktif,75.31
13253,SUNİKSA 50 MG SERT KAPSÜL,8699717150089,L01EX01,Pasif,73.11
13255,"SUNO 12,5 MG SERT KAPSÜL",8699541153706,L01EX01,Aktif,78.91
13256,SUNO 25 MG SERT KAPSÜL,8699541153713,L01EX01,Aktif,78.67
13257,"SUNO 37,5 MG SERT KAPSüL",8699541153720,L01EX01,Aktif,79.79
13258,SUNO 50 MG SERT KAPSÜL,8699541153737,L01EX01,Aktif,77.88
13259,"SUNUBİS 12,5 MG SERT KAPSÜL",8699540023260,L01EX01,Aktif,78.27
13260,SUNUBİS 25 MG SERT KAPSÜL,8699540023833,L01EX01,Aktif,76.84
13261,SUNUBİS 50 MG SERT KAPSÜL,8699540019782,L01EX01,Aktif,76.02
13265,SUPRAFEN %5 JEL,8699717340015,M02AA13,Pasif,79.47
13266,SUPRAFEN 400 MG FILM TABLET,8699717090279,M01AE01,Aktif,97.84
13267,"SUPRANE VOLATIL % 100 İNHALASYON BUHARI, ÇÖZELTİ",8699586523212,N01AB07,Pasif,70.56
13269,SUPRAX  400  MG  FILM KAPLı TABLET,8699586092107,J01DD08,Aktif,77.81
13271,SUPRAX DT 400 MG DAğıLABILIR TABLET,8699586070037,J01DD08,Aktif,82.76
13276,SURGAM 300 MG RETARD TABLET,8699809037014,M01AE11,Aktif,83.73
13277,SURGAM 300 MG TABLET,8699809017009,M01AE11,Aktif,80.62
13280,SURVANTA 200 MG / 8 ML INTRATRAKEAL SüSPANSIYON IçEREN FLAKON,8680656080193,R07AA02,Pasif,74.27
13283,SUTENT 12.5 MG KAPSÜL,8681308159427,L01EX01,Aktif,82.65
13284,SUTENT 25 MG KAPSÜL,8699532158987,L01EX01,Pasif,85.14
13285,SUTENT 37.5 MG KAPSÜL,8699532158987,L01EX01,Pasif,79.51
13286,SUTENT 50 MG KAPSÜL,8699532157553,L01EX01,Pasif,83.89
13287,"SUTESGO 12,5 MG SERT KAPSüL",8699525159809,L01EX01,Aktif,96.63
13288,SUTESGO 25 MG SERT KAPSÜL,8699525159793,L01EX01,Pasif,96.61
13289,"SUTESGO 37,5 MG SERT KAPSÜL",8699525159786,L01EX01,Aktif,96.76
13290,SUTESGO 50 MG SERT KAPSÜL,8699525159779,L01EX01,Aktif,95.8
13291,SUTRİL NEO 10 MG UZATILMIŞ SALIMLI TABLET,8699587013828,C03CA04,Aktif,88.48
13292,SUTRİL NEO 5 MG UZATILMIŞ SALIMLI TABLET,8699587013811,C03CA04,Aktif,88.4
13302,SYMBICORT FORTE 320/9 MCG/DOZ INHALASYON IÇIN TOZ,8699786550124,R03AK07,Aktif,79.26
13303,SYMBICORT FORTE 320/9 MCG/DOZ INHALASYON IÇIN TOZ,8699786550124,R03AK07,Aktif,88.25
13304,SYMBICORT PEDIATRIK (6-12) TURBUHALER 80/4.5MCG/DOZ İNHALASYON İÇIN TOZ,8699786550117,R03AK07,Aktif,75.22
13305,SYMBICORT TURBUHALER 160/4.5 MCG/DOZ INHALASYON IÇIN TOZ,8699786550087,R03AK07,Aktif,95.93
13306,SYMRA 150 MG SERT KAPSüL,8699536150536,N02BF02,Aktif,92.49
13307,SYMRA 20 MG/ML ORAL ÇÖZELTİ,8699536150536,N02BF02,Aktif,77.39
13308,SYMRA 225 MG SERT KAPSüL,8699536150550,N02BF02,Aktif,95.03
13309,SYMRA 25 MG SERT KAPSüL,8699536150574,N02BF02,Aktif,94.56
13310,SYMRA 300 MG SERT KAPSüL,8699536150581,N02BF02,Aktif,94.63
13311,SYMRA 75 MG SERT KAPSüL,8699536150604,N02BF02,Aktif,94.88
13313,SYNACTHEN DEPOT 1 MG/ML İ.M. ENJEKSIYONLUK SüSPANSIYON,8699874080366,H01AA02,Pasif,77.83
13314,"SYNAGİS 100 MG/1,0 ML IM ENJEKSIYONLUK çöZELTI IçEREN FLAKON",8699786770911,J06BD01,Aktif,93.51
13315,"SYNAGİS 50 MG/0,5 ML IM ENJEKSIYONLUK çöZELTI IçEREN FLAKON",8699786770911,J06BD01,Aktif,94.64
13318,SYNAX 550 MG FORT  FİLM TABLET,8699578093822,M01AE02,Pasif,70.8
13321,"SYNJARDY 12,5 MG/1000 MG FILM KAPLI TABLET",8699693090188,A10BD20,Aktif,87.63
13322,SYNJARDY 12.5 MG/850MG  FİLM  KAPLI  TABLET,8699693090188,A10BD20,Aktif,72.21
13323,SYNJARDY 5 MG/1000 MG FILM KAPLI TABLET,8699693090164,A10BD20,Aktif,87.42
13324,SYNJARDY 5 MG/850MG  FİLM  KAPLI  TABLET,8699693090164,A10BD20,Aktif,71.8
13334,TAB MELATONIN 5 MG TABLET,8680133002564,N05CH01,Aktif,98.75
13342,TADACIA 20 MG FILM KAPLı TABLET,8682773010237,G04BE08,Aktif,88.0
13343,TADACIA 5 MG FILM KAPLI TABLET,8682773010237,G04BE08,Aktif,88.68
13347,TADARTER 20 MG FİLM KAPLI TABLET,8680760092532,G04BE08,Aktif,85.03
13349,TADLIS 10MG EFERVESAN TABLET,8699976020598,G04BE08,Pasif,94.48
13350,TADLIS 2.5MG EFERVESAN TABLET,8699976020611,G04BE08,Aktif,94.51
13351,TADLIS 20MG EFERVESAN TABLET,8699976020611,G04BE08,Aktif,94.45
13352,TADLİS 5 MG EFERVESAN TABLET,8699976020598,G04BE08,Pasif,94.51
13355,TADOLAK FORT 400 MG FILM KAPLı TABLET,8699511091786,M01AB08,Aktif,76.71
13356,TADOLAK FORT 500MG FILM KAPLI TABLET,8699511098457,M01AB08,Aktif,81.35
13357,TADOLAK SR 600 MG UZATILMIŞ SALIMLI FILM KAPLI TABLET,8699511030297,M01AB08,Aktif,93.63
13358,TADON 5  MG  FILM  KAPLI  TABLET,8699738090524,G04BE08,Aktif,94.26
13363,TAFİNLAR 50 MG KAPSÜL,8699504151015,L01EC02,Aktif,84.08
13364,TAFİNLAR 75 MG KAPSÜL,8699504151022,L01EC02,Aktif,84.42
13367,TAGLİN 50 MG TABLET,8699540021693,A10BH02,Aktif,87.51
13368,TAGLIN MET 50 MG/850 MG FILM KAPLı TABLET,8699540021662,A10BD08,Aktif,70.13
13370,TAGRİSSO 40 MG FİLM KAPLI TABLET,8699786092860,L01EB04,Aktif,70.41
13371,TAGRİSSO 80 MG FİLM KAPLI TABLET,8699786092877,L01EB04,Aktif,70.76
13373,TAKSEN 100 MG /  17 ML IV ENJEKSİYONLUK ÇÖZELTİ,8699828770268,L01CD01,Aktif,72.99
13374,TAKSEN 150 MG / 25 ML IV ENJEKSİYONLUK ÇÖZELTİ,8699828770275,L01CD01,Aktif,71.6
13375,TAKSEN 30 MG / 5 ML IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,8699828770282,L01CD01,Aktif,72.45
13381,TALAVIST 20 MG FILM KAPLı TABLET,8684263090040,G04BE08,Aktif,93.93
13382,TALAVIST 5 MG FILM KAPLı TABLET,8684263090026,G04BE08,Aktif,93.68
13386,TALDEROL 60 MG FILM KAPLI TABLET,8699527090995,B01AC24,Aktif,84.89
13387,TALDEROL 90 MG FILM KAPLI TABLET,8699527090995,B01AC24,Aktif,89.2
13392,TALOZIN 160 MG TABLET,8699587011916,C07AA07,Pasif,81.21
13394,TALOZIN 80 MG TABLET,8699587011909,C07AA07,Pasif,77.56
13395,"TALZENNA 0,1 MG SERT KAPSüL",8681308151100,L01XK04,Aktif,77.09
13396,"TALZENNA 0,35 MG SERT KAPSüL",8681308151117,L01XK04,Aktif,75.09
13397,"TALZENNA 0,5 MG SERT KAPSüL",8681308151117,L01XK04,Aktif,76.72
13398,TALZENNA 0.25 MG SERT KAPSÜL,8681308151117,L01XK04,Aktif,77.76
13399,TALZENNA 1 MG SERT KAPSÜL,8681308151100,L01XK04,Aktif,77.34
13400,TAMCEF 125 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,8697927283740,J01DD15,Aktif,76.29
13401,TAMCEF 250 MG/ 5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,8697927283757,J01DD15,Aktif,77.64
13402,TAMCEF 300 MG KAPSÜL,8697927153760,J01DD15,Aktif,79.32
13403,TAMCEF 600 MG EFERVESAN TABLET,8697927023773,J01DD15,Pasif,77.74
13406,TAMGARD 160 MG FILM KAPLI TABLET,8699516096342,C09CA03,Pasif,88.65
13407,TAMGARD 80 MG FILM KAPLI TABLET,8699516096335,C09CA03,Pasif,88.12
13408,"TAMIDRA MR 0,4 MG DEĞIŞTIRILMIŞ SALIMLI SERT KAPSÜL",8699262170020,G04CA02,Aktif,95.48
13409,"TAMIRAL 7,5MG/5ML ŞURUP",8699587573513,R05DB13,Pasif,75.35
13412,TAMOL 120 MG/5 ML PEDİATRİK ŞURUP,8699516573584,N02BE01,Pasif,79.77
13413,TAMOL 500 MG TABLET,8699516013561,N02BE01,Aktif,86.18
13415,TAMOL PLUS 250MG/5ML SÜSPANSIYON,8699516703639,N02BE01,Pasif,78.94
13424,TAMYLO MR 0.4 MG DEĞIŞTIRILMIŞ SALIMLI SERT KAPSÜL,8699262170020,G04CA02,Aktif,77.29
13431,"TANFLEX %0,15 ORAL SPREY, ÇÖZELTİ",8699514520498,A01AD02,Aktif,76.24
13466,TARDEN 10 MG FİLM KAPLI TABLET,8699514099123,C10AA05,Aktif,85.21
13467,TARDEN 20 MG FİLM KAPLI TABLET,8699514099130,C10AA05,Aktif,88.54
